run_id,width,images_seen,step,group_count,mean_loss,std_loss,min_loss,max_loss
exchangeability_cifar5m_sgd_lr04_job19123720,512,138949,1088,16,0.7053985595703125,0.11003535781916914,0.56396484375,0.9052734375
exchangeability_cifar5m_sgd_lr04_job19123720,512,193069,1512,16,0.49193572998046875,0.06127790576754047,0.385009765625,0.623046875
exchangeability_cifar5m_sgd_lr04_job19123720,512,268269,2096,16,0.35802459716796875,0.05982132648369264,0.2803955078125,0.487548828125
exchangeability_cifar5m_sgd_lr04_job19123720,512,372759,2920,16,0.2503089904785156,0.031058615525680865,0.197265625,0.302001953125
exchangeability_cifar5m_sgd_lr04_job19123720,512,517947,4048,16,0.20291519165039062,0.01896308341668925,0.16259765625,0.232666015625
exchangeability_cifar5m_sgd_lr04_job19123720,512,719686,5624,16,0.16576766967773438,0.018238031722007313,0.1380615234375,0.197998046875
exchangeability_cifar5m_sgd_lr04_job19123720,512,1000000,7816,16,0.14621734619140625,0.015385549450862322,0.12310791015625,0.171142578125
exchangeability_cifar5m_sgd_lr04_job19123720,512,1389495,10856,16,0.13079452514648438,0.011624482981939974,0.11773681640625,0.15277099609375
exchangeability_cifar5m_sgd_lr04_job19123720,512,1930698,15088,16,0.11710739135742188,0.011282731205276326,0.10235595703125,0.148681640625
exchangeability_cifar5m_sgd_lr04_job19123720,512,2682695,20960,16,0.10454368591308594,0.008945501486047414,0.08544921875,0.1177978515625
exchangeability_cifar5m_sgd_lr04_job19123720,512,3727593,29128,16,0.10585784912109375,0.011446774486184542,0.08917236328125,0.1328125
exchangeability_cifar5m_sgd_lr04_job19123720,512,5000000,39063,16,0.09745025634765625,0.00790582412465702,0.07598407451923077,0.11405123197115384
