job_id,run_id,model,optimizer,N,seed,lr,eta_muon,d,M,gamma0,batch_size,target_seed,p_min,p_max,p_num,p_targets,eval_batch_size
0,toy_nonlin2_muon_N1024_s0_eta0.003,nonlin2,muon,1024,0,0.1,0.003,512,8,3.0,1024,4242,10000,2048000,15,"0,10240,15360,21504,31744,46080,67584,98304,143360,209920,306176,448512,655360,958464,1400832,2048000",8192
1,toy_nonlin2_muon_N1024_s0_eta0.01,nonlin2,muon,1024,0,0.1,0.01,512,8,3.0,1024,4242,10000,2048000,15,"0,10240,15360,21504,31744,46080,67584,98304,143360,209920,306176,448512,655360,958464,1400832,2048000",8192
2,toy_nonlin3_muon_N1024_s0_eta0.003,nonlin3,muon,1024,0,0.1,0.003,512,8,3.0,1024,4242,10000,2048000,15,"0,10240,15360,21504,31744,46080,67584,98304,143360,209920,306176,448512,655360,958464,1400832,2048000",8192
3,toy_nonlin3_muon_N1024_s0_eta0.01,nonlin3,muon,1024,0,0.1,0.01,512,8,3.0,1024,4242,10000,2048000,15,"0,10240,15360,21504,31744,46080,67584,98304,143360,209920,306176,448512,655360,958464,1400832,2048000",8192
