job_id,run_id,model,optimizer,N,seed,lr,eta_muon,d,M,M_ratio,gamma0,batch_size,target_seed,p_min,p_max,p_num,p_targets,eval_batch_size
60,toy_nonlin3_muon_N512_s1_eta0.002,nonlin3,muon,512,1,0.8,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
61,toy_nonlin3_muon_N512_s1_eta0.004,nonlin3,muon,512,1,0.8,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
62,toy_nonlin3_muon_N512_s1_eta0.008,nonlin3,muon,512,1,0.8,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
63,toy_nonlin3_muon_N512_s1_eta0.015,nonlin3,muon,512,1,0.8,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
64,toy_nonlin3_sgd_N512_s2_lr0.2,nonlin3,sgd,512,2,0.2,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
65,toy_nonlin3_sgd_N512_s2_lr0.4,nonlin3,sgd,512,2,0.4,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
66,toy_nonlin3_sgd_N512_s2_lr0.8,nonlin3,sgd,512,2,0.8,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
67,toy_nonlin3_sgd_N512_s2_lr1.5,nonlin3,sgd,512,2,1.5,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
68,toy_nonlin3_muon_N512_s2_eta0.002,nonlin3,muon,512,2,0.8,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
69,toy_nonlin3_muon_N512_s2_eta0.004,nonlin3,muon,512,2,0.8,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
70,toy_nonlin3_muon_N512_s2_eta0.008,nonlin3,muon,512,2,0.8,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
71,toy_nonlin3_muon_N512_s2_eta0.015,nonlin3,muon,512,2,0.8,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
72,toy_nonlin3_sgd_N1024_s0_lr0.2,nonlin3,sgd,1024,0,0.2,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
73,toy_nonlin3_sgd_N1024_s0_lr0.4,nonlin3,sgd,1024,0,0.4,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
74,toy_nonlin3_sgd_N1024_s0_lr0.8,nonlin3,sgd,1024,0,0.8,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
75,toy_nonlin3_sgd_N1024_s0_lr1.5,nonlin3,sgd,1024,0,1.5,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
76,toy_nonlin3_muon_N1024_s0_eta0.002,nonlin3,muon,1024,0,0.8,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
77,toy_nonlin3_muon_N1024_s0_eta0.004,nonlin3,muon,1024,0,0.8,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
78,toy_nonlin3_muon_N1024_s0_eta0.008,nonlin3,muon,1024,0,0.8,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
79,toy_nonlin3_muon_N1024_s0_eta0.015,nonlin3,muon,1024,0,0.8,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
80,toy_nonlin3_sgd_N1024_s1_lr0.2,nonlin3,sgd,1024,1,0.2,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
81,toy_nonlin3_sgd_N1024_s1_lr0.4,nonlin3,sgd,1024,1,0.4,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
82,toy_nonlin3_sgd_N1024_s1_lr0.8,nonlin3,sgd,1024,1,0.8,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
83,toy_nonlin3_sgd_N1024_s1_lr1.5,nonlin3,sgd,1024,1,1.5,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
84,toy_nonlin3_muon_N1024_s1_eta0.002,nonlin3,muon,1024,1,0.8,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
85,toy_nonlin3_muon_N1024_s1_eta0.004,nonlin3,muon,1024,1,0.8,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
86,toy_nonlin3_muon_N1024_s1_eta0.008,nonlin3,muon,1024,1,0.8,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
87,toy_nonlin3_muon_N1024_s1_eta0.015,nonlin3,muon,1024,1,0.8,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
88,toy_nonlin3_sgd_N1024_s2_lr0.2,nonlin3,sgd,1024,2,0.2,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
89,toy_nonlin3_sgd_N1024_s2_lr0.4,nonlin3,sgd,1024,2,0.4,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
90,toy_nonlin3_sgd_N1024_s2_lr0.8,nonlin3,sgd,1024,2,0.8,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
91,toy_nonlin3_sgd_N1024_s2_lr1.5,nonlin3,sgd,1024,2,1.5,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
92,toy_nonlin3_muon_N1024_s2_eta0.002,nonlin3,muon,1024,2,0.8,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
93,toy_nonlin3_muon_N1024_s2_eta0.004,nonlin3,muon,1024,2,0.8,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
94,toy_nonlin3_muon_N1024_s2_eta0.008,nonlin3,muon,1024,2,0.8,0.008,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
95,toy_nonlin3_muon_N1024_s2_eta0.015,nonlin3,muon,1024,2,0.8,0.015,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
