job_id,run_id,model,optimizer,N,seed,lr,eta_muon,d,M,M_ratio,gamma0,batch_size,target_seed,p_min,p_max,p_num,p_targets,eval_batch_size
0,toy_lin3_sgd_N128_s0_lr0.01,lin3,sgd,128,0,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
1,toy_lin3_sgd_N128_s0_lr0.03,lin3,sgd,128,0,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
2,toy_lin3_sgd_N128_s0_lr0.1,lin3,sgd,128,0,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
3,toy_lin3_sgd_N128_s0_lr0.3,lin3,sgd,128,0,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
4,toy_lin3_sgd_N128_s0_lr1,lin3,sgd,128,0,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
5,toy_lin3_muon_N128_s0_eta0.0005,lin3,muon,128,0,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
6,toy_lin3_muon_N128_s0_eta0.001,lin3,muon,128,0,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
7,toy_lin3_muon_N128_s0_eta0.002,lin3,muon,128,0,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
8,toy_lin3_muon_N128_s0_eta0.004,lin3,muon,128,0,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
9,toy_lin3_sgd_N128_s1_lr0.01,lin3,sgd,128,1,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
10,toy_lin3_sgd_N128_s1_lr0.03,lin3,sgd,128,1,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
11,toy_lin3_sgd_N128_s1_lr0.1,lin3,sgd,128,1,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
12,toy_lin3_sgd_N128_s1_lr0.3,lin3,sgd,128,1,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
13,toy_lin3_sgd_N128_s1_lr1,lin3,sgd,128,1,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
14,toy_lin3_muon_N128_s1_eta0.0005,lin3,muon,128,1,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
15,toy_lin3_muon_N128_s1_eta0.001,lin3,muon,128,1,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
16,toy_lin3_muon_N128_s1_eta0.002,lin3,muon,128,1,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
17,toy_lin3_muon_N128_s1_eta0.004,lin3,muon,128,1,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
18,toy_lin3_sgd_N128_s2_lr0.01,lin3,sgd,128,2,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
19,toy_lin3_sgd_N128_s2_lr0.03,lin3,sgd,128,2,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
20,toy_lin3_sgd_N128_s2_lr0.1,lin3,sgd,128,2,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
21,toy_lin3_sgd_N128_s2_lr0.3,lin3,sgd,128,2,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
22,toy_lin3_sgd_N128_s2_lr1,lin3,sgd,128,2,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
23,toy_lin3_muon_N128_s2_eta0.0005,lin3,muon,128,2,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
24,toy_lin3_muon_N128_s2_eta0.001,lin3,muon,128,2,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
25,toy_lin3_muon_N128_s2_eta0.002,lin3,muon,128,2,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
26,toy_lin3_muon_N128_s2_eta0.004,lin3,muon,128,2,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
27,toy_lin3_sgd_N256_s0_lr0.01,lin3,sgd,256,0,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
28,toy_lin3_sgd_N256_s0_lr0.03,lin3,sgd,256,0,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
29,toy_lin3_sgd_N256_s0_lr0.1,lin3,sgd,256,0,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
30,toy_lin3_sgd_N256_s0_lr0.3,lin3,sgd,256,0,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
31,toy_lin3_sgd_N256_s0_lr1,lin3,sgd,256,0,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
32,toy_lin3_muon_N256_s0_eta0.0005,lin3,muon,256,0,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
33,toy_lin3_muon_N256_s0_eta0.001,lin3,muon,256,0,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
34,toy_lin3_muon_N256_s0_eta0.002,lin3,muon,256,0,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
35,toy_lin3_muon_N256_s0_eta0.004,lin3,muon,256,0,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
36,toy_lin3_sgd_N256_s1_lr0.01,lin3,sgd,256,1,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
37,toy_lin3_sgd_N256_s1_lr0.03,lin3,sgd,256,1,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
38,toy_lin3_sgd_N256_s1_lr0.1,lin3,sgd,256,1,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
39,toy_lin3_sgd_N256_s1_lr0.3,lin3,sgd,256,1,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
40,toy_lin3_sgd_N256_s1_lr1,lin3,sgd,256,1,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
41,toy_lin3_muon_N256_s1_eta0.0005,lin3,muon,256,1,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
42,toy_lin3_muon_N256_s1_eta0.001,lin3,muon,256,1,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
43,toy_lin3_muon_N256_s1_eta0.002,lin3,muon,256,1,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
44,toy_lin3_muon_N256_s1_eta0.004,lin3,muon,256,1,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
45,toy_lin3_sgd_N256_s2_lr0.01,lin3,sgd,256,2,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
46,toy_lin3_sgd_N256_s2_lr0.03,lin3,sgd,256,2,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
47,toy_lin3_sgd_N256_s2_lr0.1,lin3,sgd,256,2,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
48,toy_lin3_sgd_N256_s2_lr0.3,lin3,sgd,256,2,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
49,toy_lin3_sgd_N256_s2_lr1,lin3,sgd,256,2,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
50,toy_lin3_muon_N256_s2_eta0.0005,lin3,muon,256,2,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
51,toy_lin3_muon_N256_s2_eta0.001,lin3,muon,256,2,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
52,toy_lin3_muon_N256_s2_eta0.002,lin3,muon,256,2,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
53,toy_lin3_muon_N256_s2_eta0.004,lin3,muon,256,2,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
54,toy_lin3_sgd_N512_s0_lr0.01,lin3,sgd,512,0,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
55,toy_lin3_sgd_N512_s0_lr0.03,lin3,sgd,512,0,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
56,toy_lin3_sgd_N512_s0_lr0.1,lin3,sgd,512,0,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
57,toy_lin3_sgd_N512_s0_lr0.3,lin3,sgd,512,0,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
58,toy_lin3_sgd_N512_s0_lr1,lin3,sgd,512,0,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
59,toy_lin3_muon_N512_s0_eta0.0005,lin3,muon,512,0,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
60,toy_lin3_muon_N512_s0_eta0.001,lin3,muon,512,0,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
61,toy_lin3_muon_N512_s0_eta0.002,lin3,muon,512,0,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
62,toy_lin3_muon_N512_s0_eta0.004,lin3,muon,512,0,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
63,toy_lin3_sgd_N512_s1_lr0.01,lin3,sgd,512,1,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
64,toy_lin3_sgd_N512_s1_lr0.03,lin3,sgd,512,1,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
65,toy_lin3_sgd_N512_s1_lr0.1,lin3,sgd,512,1,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
66,toy_lin3_sgd_N512_s1_lr0.3,lin3,sgd,512,1,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
67,toy_lin3_sgd_N512_s1_lr1,lin3,sgd,512,1,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
68,toy_lin3_muon_N512_s1_eta0.0005,lin3,muon,512,1,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
69,toy_lin3_muon_N512_s1_eta0.001,lin3,muon,512,1,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
70,toy_lin3_muon_N512_s1_eta0.002,lin3,muon,512,1,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
71,toy_lin3_muon_N512_s1_eta0.004,lin3,muon,512,1,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
72,toy_lin3_sgd_N512_s2_lr0.01,lin3,sgd,512,2,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
73,toy_lin3_sgd_N512_s2_lr0.03,lin3,sgd,512,2,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
74,toy_lin3_sgd_N512_s2_lr0.1,lin3,sgd,512,2,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
75,toy_lin3_sgd_N512_s2_lr0.3,lin3,sgd,512,2,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
76,toy_lin3_sgd_N512_s2_lr1,lin3,sgd,512,2,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
77,toy_lin3_muon_N512_s2_eta0.0005,lin3,muon,512,2,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
78,toy_lin3_muon_N512_s2_eta0.001,lin3,muon,512,2,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
79,toy_lin3_muon_N512_s2_eta0.002,lin3,muon,512,2,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
80,toy_lin3_muon_N512_s2_eta0.004,lin3,muon,512,2,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
81,toy_lin3_sgd_N1024_s0_lr0.01,lin3,sgd,1024,0,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
82,toy_lin3_sgd_N1024_s0_lr0.03,lin3,sgd,1024,0,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
83,toy_lin3_sgd_N1024_s0_lr0.1,lin3,sgd,1024,0,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
84,toy_lin3_sgd_N1024_s0_lr0.3,lin3,sgd,1024,0,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
85,toy_lin3_sgd_N1024_s0_lr1,lin3,sgd,1024,0,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
86,toy_lin3_muon_N1024_s0_eta0.0005,lin3,muon,1024,0,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
87,toy_lin3_muon_N1024_s0_eta0.001,lin3,muon,1024,0,0.1,0.001,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
88,toy_lin3_muon_N1024_s0_eta0.002,lin3,muon,1024,0,0.1,0.002,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
89,toy_lin3_muon_N1024_s0_eta0.004,lin3,muon,1024,0,0.1,0.004,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
90,toy_lin3_sgd_N1024_s1_lr0.01,lin3,sgd,1024,1,0.01,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
91,toy_lin3_sgd_N1024_s1_lr0.03,lin3,sgd,1024,1,0.03,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
92,toy_lin3_sgd_N1024_s1_lr0.1,lin3,sgd,1024,1,0.1,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
93,toy_lin3_sgd_N1024_s1_lr0.3,lin3,sgd,1024,1,0.3,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
94,toy_lin3_sgd_N1024_s1_lr1,lin3,sgd,1024,1,1.0,,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
95,toy_lin3_muon_N1024_s1_eta0.0005,lin3,muon,1024,1,0.1,0.0005,512,8,0.0,1.0,1024,4242,20000,16384000,20,"0,20480,28672,40960,58368,82944,117760,166912,237568,337920,480256,683008,972800,1384448,1970176,2804736,3991552,5681152,8086528,11510784,16384000",8192
