run_id,width,images_seen,step,group_count,mean_loss,std_loss,min_loss,max_loss
exchangeability_cifar5m_sgd_job18813728,128,3727593,29128,4,1.212646484375,0.06353053219488702,1.1298828125,1.30859375
exchangeability_cifar5m_sgd_job18813728,128,5000000,39063,4,1.085862379807692,0.04635609792524311,1.0363581730769231,1.1466346153846154
exchangeability_cifar5m_sgd_job18813728,256,10000,80,8,2.18896484375,0.008329454154898427,2.1796875,2.203125
exchangeability_cifar5m_sgd_job18813728,256,21544,176,8,2.119140625,0.016341016143243663,2.10546875,2.158203125
exchangeability_cifar5m_sgd_job18813728,256,46415,368,8,2.0347900390625,0.012284301339925491,2.0205078125,2.05859375
exchangeability_cifar5m_sgd_job18813728,256,100000,784,8,1.954833984375,0.010717189486156235,1.93359375,1.96875
exchangeability_cifar5m_sgd_job18813728,256,138949,1088,8,1.9166259765625,0.013973185575343435,1.896484375,1.9404296875
exchangeability_cifar5m_sgd_job18813728,256,193069,1512,8,1.892822265625,0.01319037369066416,1.875,1.916015625
exchangeability_cifar5m_sgd_job18813728,256,268269,2096,8,1.8580322265625,0.02156157063126091,1.80859375,1.875
exchangeability_cifar5m_sgd_job18813728,256,372759,2920,8,1.823486328125,0.027486157834955328,1.7978515625,1.8857421875
exchangeability_cifar5m_sgd_job18813728,256,517947,4048,8,1.783203125,0.033687867794258475,1.72265625,1.830078125
exchangeability_cifar5m_sgd_job18813728,256,719686,5624,8,1.7474365234375,0.016471352156285902,1.7177734375,1.7744140625
exchangeability_cifar5m_sgd_job18813728,256,1000000,7816,8,1.6995849609375,0.020761644680863584,1.6748046875,1.7314453125
exchangeability_cifar5m_sgd_job18813728,256,1389495,10856,8,1.6265869140625,0.01725601066691423,1.6044921875,1.6650390625
exchangeability_cifar5m_sgd_job18813728,256,1930698,15088,8,1.545654296875,0.02786948377828544,1.490234375,1.5830078125
exchangeability_cifar5m_sgd_job18813728,256,2682695,20960,8,1.373291015625,0.03827249855124727,1.3125,1.447265625
exchangeability_cifar5m_sgd_job18813728,256,3727593,29128,8,1.1595458984375,0.04423175283601395,1.1103515625,1.244140625
exchangeability_cifar5m_sgd_job18813728,256,5000000,39063,8,1.17138671875,0.13260251901805634,0.9873798076923077,1.3822115384615385
exchangeability_cifar5m_sgd_job18813728,512,10000,80,15,2.197526041666667,0.004669380488812789,2.19140625,2.208984375
exchangeability_cifar5m_sgd_job18813728,512,21544,176,15,2.1244791666666667,0.00911830281250604,2.109375,2.146484375
exchangeability_cifar5m_sgd_job18813728,512,46415,368,15,2.0364583333333335,0.011234949664640866,2.0146484375,2.0517578125
exchangeability_cifar5m_sgd_job18813728,512,100000,784,15,1.9575520833333333,0.017439655226975215,1.9375,2.0009765625
exchangeability_cifar5m_sgd_job18813728,512,138949,1088,15,1.9243489583333333,0.015930711551262043,1.8837890625,1.9462890625
exchangeability_cifar5m_sgd_job18813728,512,193069,1512,15,1.8884765625,0.019407813066077605,1.845703125,1.9140625
exchangeability_cifar5m_sgd_job18813728,512,268269,2096,15,1.8537760416666667,0.02407833398586211,1.8115234375,1.89453125
exchangeability_cifar5m_sgd_job18813728,512,372759,2920,15,1.8113932291666666,0.015493697440355024,1.78125,1.841796875
exchangeability_cifar5m_sgd_job18813728,512,517947,4048,15,1.7817057291666667,0.02214556293196867,1.728515625,1.8203125
exchangeability_cifar5m_sgd_job18813728,512,719686,5624,15,1.7350260416666667,0.02329783327636422,1.6943359375,1.7861328125
exchangeability_cifar5m_sgd_job18813728,512,1000000,7816,15,1.7024739583333333,0.025504718285827226,1.634765625,1.74609375
exchangeability_cifar5m_sgd_job18813728,512,1389495,10856,15,1.6328776041666666,0.02197436818176685,1.5869140625,1.6767578125
exchangeability_cifar5m_sgd_job18813728,512,1930698,15088,15,1.5494140625,0.023824389222179356,1.5126953125,1.6005859375
exchangeability_cifar5m_sgd_job18813728,512,2682695,20960,15,1.3921223958333333,0.046071767504179836,1.294921875,1.4892578125
exchangeability_cifar5m_sgd_job18813728,512,3727593,29128,15,1.1689453125,0.045194555664759294,1.07958984375,1.2568359375
exchangeability_cifar5m_sgd_job18813728,512,5000000,39063,15,1.165685096153846,0.11201546932305906,0.9747596153846154,1.34375
